column 1,column 2,column 3,column 4,column 5,column 6,column 7,column 8,column 9,column 10,column 11
3857831581,@tedcruz This is  fabulous idea!   #NoMoreSpending,stay at home orders,NONE,0,,,,,,
847250,"So the occupants son , Baron’s private school won’t be open, but he wants to send your kids to school. Stop being stupid people. He will put your kids in danger, but not his.  #noschool #Covid_19 #coronavirus",school closures,FAVOR,0,,,,,,
2085826,Why are counties/states putting children last? They need to go back to school or the socioeconomical divide will widen. #OpenAmerica,school closures,AGAINST,1,,,,,,
1404885,"@ZacBissonnette That video, my god. I'm as progressive as the next person and I dearly hope Trump will lose, but I can't remember the last time I watched such a cynical, fear-mongering piece of propaganda. Keeping schools closed will be devastating for ou",school closures,AGAINST,1,,,,,,
447236,@SidneyPowell1 @DaveSchreiber3 @realDonaldTrump @GenFlynn @TuckerCarlson @JennaEllisEsq @molmccann #oustFauci Looks like Chuck E. Cheese with that sh!t eating grin..  #nomoreshutdowns,stay at home orders,AGAINST,0,,,,,,
28240,"@realDonaldTrump If YOU STUPID:face_with_symbols_on_mouth::face_with_symbols_on_mouth::face_with_symbols_on_mouth:#MAGA MORONS had worn masks since March like the rest of us did, the #COVID19 virus would no longer be spreading EXPONENTIALLY (look it up) a",face masks,FAVOR,1,,,,,,
3301735388,"y’all do realise there’s no point washing your hands if u don’t wash ur face, u touch your face so many times a day. i also wipe down my phone everyday to prevent germs on it bc i ain’t taking no chances #coronavirus #covid19UK #CoronaOutbreak",school closures,NONE,0,,,,,,
3358443,@PlanetFitness I can’t describe how disappointed I am in your company. To require masks even for those with health issues is insane. To not allow us to cancel our membership without penalty is practically criminal. #ShameOnYou,face masks,AGAINST,1,,,,,,
961948,"I just saw a tweet that said something like “I don’t want to wear a mask cause then it’ll be normalized.”   If you don’t wear a mask NOW, it WILL become normalized and become part of every day life even after this. So wear it now, so we don’t have to later.",face masks,FAVOR,1,,,,,,
1179619017,"@robertwolf32 what a piece of trash you are. Lies, lies, lies! you should be ashamed.",stay at home orders,NONE,0,,,,,,
1506285,@mamabird_31 @JordanSchachtel @ThorOdinson543 YES &amp, More testing equals more cases. Most new cases have little or no symptoms.   Number of cases is a joke.   The only measure that matters is number of deaths.   New data from the CDC states the Survival rate is now 99.7%,stay at home orders,AGAINST,1,,,,,
1903661,How are people just cool with politicians mandating unconstitutional mask mandates which is completely not backed up by science?,face masks,AGAINST,0,,,,,,
1029807,Youre telling me in my school of 3000 kids I need to wait till someone gets diagnosed with Coronavirus before we are closed for a few days. Cuomo and de blasio are jokes liars and theives,school closures,FAVOR,1,,,,,,
3913523633,"Educational Department said that many schools have either not paid any salary or paid only 40-50% salary to their staff during the period of the lockdown. But I have received 100% salary, on time. Thanks to @J G International School",school closures,NONE,0,,,,,,
2755291949,"Big thanks to @Artsykittty for doing my first couple emotes!:heart::heart_eyes: if you ever need emotes, banners, ect. done make sure to give her a look. She does amazing work and is such a sweetheart :sob::heart:.  #twitchaffiliate #kawaii #anime #StayAtHome",face masks,NONE,0,,,,,,
3605027173,@MysterySolvent The Picture of Orangian Gray  #CoronavirusPandemic #Covid_19  #CoronaOutbreak #coronavirus #StockMarket #marketcrash #marketcrash,school closures,NONE,0,,,,,,
955241266,@939bf4b94a6845b @dvillella @GOP @realDonaldTrump trump loves nicknames &amp, since he's letting the virus kill more people than any other country trump deserves the #trumpvirus named after him  #genocidebydefault,school closures,NONE,0,,,,,
2245391,@RealJamesWoods @ck515 So I’m getting my response for mask shaming ready. Think I’ll put on my chicken wire mask. Just as effective due to virus partial size. Need creative input patriots.,face masks,AGAINST,0,,,,,,
3461084,I don’t care about the coronavirus I just want to get out of this my dumbass school lmao,school closures,FAVOR,0,,,,,,
1439866,@sxdoc They're pushing the online BS. ENOUGH! Children need to go back to school - no masks- interact with their peers and get in school hands on learning with a Teacher. Parents NEED to get back to work to support their families! This is absolute MADNESS,school closures,AGAINST,1,,,,,,
313950,There are solutions out there for all of our public services including Parliament schools Etc where they could use video conferencing solutions to continue to meet and teach remotely. This would be a low-cost yet effective solution. #remoteworking #COVID19,school closures,NONE,1,,,,,,
1603426,"@JoeBrunoWSOC9 We can't have nice things, because we dont wear masks and follow the rules.",face masks,FAVOR,1,,,,,,
241434,This virus response has been the most disproportionate reaction to anything I’ve seen in...ever,stay at home orders,AGAINST,0,,,,,,
109459040,@Alyssa_Milano I wear a mask everyday for 5 hours at work. There is no reason why someone has to complain about wearing a mask for 5 minutes. #StaySafe #StayHealthy and if you can't wear a mask then,stay at home orders,NONE,0,,,,,,
2663038,"@loulahlexa @BorisJohnson Agree .. I hate seeing people wearing them . Can’t read face expressions, can’t hear what’s been said . I like to go out and do my shopping in peace , without people staring at me because I’m not wearing a mask!",face masks,AGAINST,1,,,,,,
3377714145,save schools save teachers,school closures,NONE,0,,,,,,
799476,@lotusflowerom We really do. I was grocery shopping this morning and a guy was walking around the store with his mask pulled down to his chin. Ignorant jerk.,face masks,AGAINST,0,,,,,,
47980915,@BeckmanDx SCAMDEMIC.,face masks,NONE,0,,,,,,
3508542,Schools in Scotland and Wales are shutting as of Friday. While in England the schools are still open.   We need to keep all our children safe from this deadly Coronavirus.  England will be the only nation in Europe to keep schools open. #covid19UK  #coronavirus,school closures,FAVOR,1,,,,,,
340857,"If @GavinNewsom closes down schools today, the @DNC can NEVER again claim to be the ""party of science.""",school closures,AGAINST,0,,,,,,
2659159,@JustInformU Karen please wear your mask correctly :joy::joy::joy::joy::joy::joy: #StopItKaren,face masks,FAVOR,0,,,,,,
702781758,"Populism in politics means pushing policies that are popular with the people,not the elites and the experts. #outbreak #pandemicovid19 #healthcare #MPcm",stay at home orders,NONE,0,,,,,,
1363118,Friendly reminder that reopening schools is essentially biological warfare against BIPOC children.,school closures,FAVOR,0,,,,,,
74057,so glad my jurisdiction is doing distance learning and not sending my children back to the coronavirus box in the fall. I'm just out of chemo so I might as well lay down in the road outside of the school and wait for somebody to run me over if they went back,school closures,FAVOR,0,,,,,,
484937,"If teachers don't do their work at schools, then they should not get paid!",school closures,AGAINST,1,,,,,,
2988611,"When admin and school boards vote to reopen public schools they should have to vote in desks that are only 2ft apart in rooms with no open windows, without providing masks or hand washing soap. :soap:   #BetsyDeVos #idahoCovid19",school closures,FAVOR,1,,,,,,
1135070,"9/ Bottom line: If we value Black and Latinx lives, we should only open schools if it’s 100% safe to do so.   Facts are facts.",school closures,FAVOR,1,,,,,,
1784957,Take sports away and Social Interaction in schools. Your kids will have a great immune system! Way to teach your kids your saving them from the coronavirus. Bill gates and all Ted Talk technocrats have wanted online learning for years. Wake up!,school closures,AGAINST,1,,,,,,
546436,"Today I realized if the solution to climate change was for everyone to just wear a mask, we would still fail. #ClimateCrisis #freedom",face masks,FAVOR,1,,,,,,
412831,"If you haven’t realised where this is heading  you really need to wake up very quickly ...  Stop worrying about a virus,that If it did ever exist, is long gone. Your life is being torn apart, and you just accept it?...WTFU #Plandemic #COVID__19 #coronavirus #mask",stay at home orders,AGAINST,0,,,,,,
1765600,"@joeldietrich @ananavarro @JoyAnnReid Totally incorrect, it is not possible to die FROM something that does not exist. #FakePandemic",face masks,AGAINST,0,,,,,,
1345881,"You must close the schools for a period of time corona virus infected many people, do it now u don’t want to be like Italy",school closures,FAVOR,1,,,,,,
2271905,@CNN Masks are here to convert population intomuzzled sheep. Masks are not preventing people from getting #chinesevirus,face masks,AGAINST,1,,,,,,
1015801575,@robbystarbuck @realDonaldTrump @SenatorBoxer @dccc There is a cure and it can be prevented :rage:,stay at home orders,NONE,0,,,,,,
2930335136,@RealMattCouch He's pretty good at trying to hand out money that the USA cant afford and knows is the dems will never pass!  #nomorestimulus,stay at home orders,NONE,0,,,,,,
3541484,"@GEEPENNIN They brag about being the “pro-life” party yet are doing nothing to protect our children in their own schools, whether it be from this pandemic or from school shootings - their hypocrisy knows no bounds....",school closures,FAVOR,1,,,,,,
1771062,@News24 @City_Press This is a very real danger I see in people around me. Please observe all health protocols. It could save your life.,stay at home orders,FAVOR,1,,,,,,
2341360368,#TheLounge with deejayfoxy Np ori mi  @theprofessor_ng deejayfoxyone @sollazo1  #RaypowerNigeria,stay at home orders,NONE,0,,,,,,
2761750,Am I ever going to learn that my phone doesn’t recognize me when I have my mask on? But still...,face masks,FAVOR,0,,,,,,
716193,"Lockdown mai we are missing friends,teachers,and our class study but have to follow rules for saving ourself from covid-19 that's why we should focus on online study:innocent:",school closures,FAVOR,1,,,,,,
1860563679,:notes::arrow_forward:Let me know @youngjonn @TiwaSavage @joeboyofficial  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
203777,The corona virus was announced to be around where i live and schools here hasnt been cancled,school closures,FAVOR,0,,,,,,
756875,"2/ We can see from our June 2nd Primary &amp; 3 weeks of early, in person voting, that poll workers did not contract #covid19. It's just an excuse at this point to try and cheat the electorate. #election2020 #newmexico #nmpol #nmgov #savelosalamos #reopennm",stay at home orders,AGAINST,1,,,,,,
3247018623,@robinfrisbie @GovAbbott @NASA_Johnson You must be living off of the unemployment...,stay at home orders,NONE,0,,,,,,
3177506,"I wonder if @realDonaldTrump, @BetsyDeVosED and @IngrahamAngle would change their minds about the dangers of schools fully opening if they were the ones walking the halls of the schools &amp; sitting in the song circles at daycares  #COVID19",school closures,FAVOR,1,,,,,,
450456962,:notes::arrow_forward:Way @ckay_yo  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
3505892653,:notes::arrow_forward:Gentleman @RawNwanne @phynofino On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
1636312,Nywe nywe Kenya closed schools for the entire year. The last time I checked this is SA. Our lives can’t be dictated by what our neighbors do. Why don’t you move to Kenya niyeke ukusingxolela,school closures,AGAINST,1,,,,,,
598970910,"@DanielJHannan It’s worse than that, he’s dead Jim! People living in fantasyland are about to be shocked violently out of their government-aided feebleness. A true winter of discontent is approaching.",stay at home orders,NONE,0,,,,,,
501920,"Another Republican aide said, Ridiculing people for wearing masks is also not uncommon. The person added that the GOP's anti-mask brigade appears to be forcing staff to report to work even if they have legitimate concerns about their health.",face masks,FAVOR,1,,,,,,
878179,"@JohnCornyn Pipe down until you get us testing, PPE, and safety measures in the classroom. You want us to go, John? Your kids go first.",school closures,FAVOR,1,,,,,,
1567376027,"@KarluskaP It's a flu, get over yourself!  Take #Hydroxycloroquine if you're worried.",school closures,NONE,0,,,,,,
3815235,Why is #Florida not on lock down @GovRonDeSantis ???? You Trumpian Shill #Floridacoronavirus #TrumpPandemic #TrumpVirus #COVIDー19 #StayAtHome #WearADamnMask,stay at home orders,FAVOR,0,,,,,,
594992130,I’m just waiting for Trump to repurpose one of his old gems for the current national crisis: “I like people who weren’t deathly ill with a highly infectious disease.” #TrumpFailedAmerica #WearAMask #TrumpGolfsAmericansDie #COVID19 #FlunkTrump,school closures,NONE,0,,,,,,
4035924782,@business Oh I am so excited that our government just purchased the most dangerous/untested vaccines ever made for an epidemic that has been extremely exaggerated while  ignoring the autism epidemic caused by the vaccines they forced on our children. Get ,school closures,NONE,0,,,,,,
3226003,Legitimate way to make your voice heard. Have started looking to see which venues are genuinely back to normal. Drop them a tweet and tell them you are not using their facility. Two locals I would bring friends and family to can forget my custom.,stay at home orders,FAVOR,0,,,,,,
3373720,"Since teachers are afraid to reopen schools for the fear of catching Covid, then maybe we should just bring the classroom to Walmart since most of them probably have no problem going in there.",school closures,AGAINST,1,,,,,,
1030248,"@alyxei1 #IStandWithDan he is doing a great job to get us through this lockdown, we all need to support @DanielAndrewsMP in our actions now",stay at home orders,FAVOR,0,,,,,,
3407600,@GovMurphy Your lock downs are all about politics.  We all sacrificed to flatten the curve.  Open up NJ now.  If masks work or being 6 feet apart works then NJ can open schools - right.  Or here is another thought.,school closures,AGAINST,1,,,,,,
3331026,Hey Indianapolis folks who feel they don’t need to mask: did an @IMS without fans in the stands get your attention? Wear a damn mask and distance!,face masks,FAVOR,1,,,,,,
1081179,The masks have nothing to do with health and everything to do with control #facecoverings,face masks,AGAINST,1,,,,,,
983708,"Over 20k USA Road Deaths over 6 months. safer cars, traffic laws avoid/delay death   Over 145k USA deaths from tested #coronavirus these 6 months.  Easy #facemask, distance, handwash, sanitize avoid/delay death   Use Seatbelt? Babyseat? Why",face masks,FAVOR,1,,,,,,
3151048196,:notes::arrow_forward:My darlin @TiwaSavage   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
38571908,"coronavirus isnt only bad because it could be potentially deadly to some people, but also we have no idea what it's capable of. it's still new with little to no cure, nobody knows how powerful it is or how fast it can spread. until we get more info,",school closures,NONE,0,,,,,,
1727783,People on India have to started to take this situation as a joke. People are no longer wearing masks and are roaming free. It's very disappointing.,face masks,FAVOR,0,,,,,,
1185616074,@batman535353 We has the freedoms to choice their health care needs. Fascist Dems but out. #EndDemFascism #ObamaGate #WalkAway #AllLivesMatter #BLMTerrorists #EndShutDown,face masks,NONE,0,,,,,,
440307108,No Crime can be bigger than  the crime of  halting online teaching by Private Schools. @AgarkarFatima @KBSfed @NISAedu @AmitCTweets   #SaveOurSchools #LiberateEducation #DepoliticizeEducation #SchoolAutonomy #FundStudent #OnlineClasses #SaveOurSchools #RightToTeach,school closures,NONE,0,,,,,,
846814,"@ParrishBrenton Vulnerable stay home, but you don’t make all students suffer for a few.   Under your analogy, then, the 90k who died in 2017 weren’t worth shutting the schools down?  We all know that students are still socializing, protesting and not ",school closures,AGAINST,1,,,,,,
2657146,"@framerate We really need to step up and understand that viruses are nothing new... but this global fear mongering is! Let's grow up and accept that people are going to get sick but a vast majority are going to recover, have antibodies and be fine. Happy ",stay at home orders,AGAINST,1,,,,,,
1729602452,@NhCardona603 I'm staying home and working. Wish I was back home in New England, I'm trapped in Arizona between #COVID19 hot spots.,face masks,NONE,0,,,,,
3665444357,@realDonaldTrump @US_FDA @TuckerCarlson @FoxNews SHUT UP!! #ImpeachedForLife #BunkerBoy #crybaby #canadahatesyou,stay at home orders,NONE,0,,,,,,
1386645,"If I wear a mask while teaching VCE students, I don't know how I'm supposed to speak clearly. Moreover, I expect that many parents will keep their kids home. Remote teaching is optimal right now, more than it ever has been.",school closures,FAVOR,1,,,,,,
3458098,@taylorswift13 SHE REALLY SAID STF HOME.,stay at home orders,FAVOR,0,,,,,,
739399003,@HJBosch21 It's like the ball knew about COVID-19,stay at home orders,NONE,0,,,,,,
3362058,People who refused to #WearAMask show up sick in #Arizona hospitals desperate for help to save their lives. Suddenly it's no longer a #hoaxvirus for them. How many people did they infect? @dougducey @drcarachrist #Republicans   #Covid19 #stayhome,stay at home orders,FAVOR,0,,,,,,
3426946752,I now differentiate between sleep shirts and nap shirts.,stay at home orders,NONE,0,,,,,,
221883581,@BorisJohnson So therefore make it compulsory in all shops. Lots of ppl lack common sense fhs #provenfact,face masks,NONE,0,,,,,,
3358810776,@itswilliamstone @twarundel Good for him. It's rare to find anyone in Hollywood who can think for themselves.,face masks,NONE,0,,,,,,
1164005,Mr. @POTUS @realDonaldTrump :woman_raising_hand_light_skin_tone:I’m a teacher who wants to go back to teach in person. @njea doesn’t speak for me. Students first!#SchoolReopening,school closures,AGAINST,0,,,,,,
2667130,@mitchellvii Over the top reaction to this virus! It’s political!,stay at home orders,AGAINST,1,,,,,,
1515953,@ParTroyHills @TroyHillsSchool if u have an employee who has come in contact with coronavirus why would u let students come in contact w/them or anything they touch &amp, risk spreading it #coronavirus #bettersafethansorry,school closures,FAVOR,0,,,,,
2284091121,:notes::arrow_forward:Fire bomb @rihanna   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
223693,Heres a thought   Why do we need to be vaccinated against a virus that has a 99.98 % recovery rate :thinking_face:  #nomasks #Covid19UK,stay at home orders,AGAINST,1,,,,,,
2863148763,"The establishment failed to secure a business or mayor’s permit and violated general community quarantine protocols.  According to Mayor Abby, the BPLO conducts routine inspections on business establishments to ensure compliance amid the pandemic.",stay at home orders,NONE,0,,,,,,
409053232,:notes::arrow_forward:Boyfriend @selenagomez   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
3039811354,"If schools shouldn't charge fees ,then no tax ,no electricity bills for all, no food bills, no grocery bills, let the whole capital society disintegrate",school closures,NONE,0,,,,,,
3189792,"My wife &amp; I went to Walmart today. Walked right in without wearing masks, not a word was said to us! The place was packed, there was 4 buses in the parking lot that brings the local migrant workers there. Even some of them were not wearing masks. #FraudFauci",face masks,AGAINST,0,,,,,,
2954086,If you don’t wear a mask you ugly.,face masks,FAVOR,0,,,,,,
2582718,"CSUN, do the right thing and protect your students! What are you waiting for?????? Other Universities are allowing their students to have the option to take classes on line... WHY CAN’T YOU??? @csunorthridge #CSUN;#COVID19;",school closures,FAVOR,1,,,,,,
1914404,@Walmart start protecting your employees and customers and start regulating and mandating masks. I probably have it already as well as 8 other associates in my neighborhood market.  Please at least pretend you care.  They actually help.,face masks,FAVOR,1,,,,,,
1544289260,"17/18  new #Covid19 cases in Vietnam now are people from Western countries, who flight to or back to our country. 12 foreigners on just 1 flight from London. We're so worried about it, but you guys say it's just like a flu ? Folks, t attacks your fcking lungs",school closures,NONE,0,,,,,,
3818096247,"@realDonaldTrump Good morning, Mr. President! Come back to NH very soon!! :flag_for_United_States:  We’re waiting on you.",stay at home orders,NONE,0,,,,,,
3135044,"@randyhillier @mayoushtak The real only option is to stop this farse and send our kids back to school normally. I will refuse to send kids back if masks will be mandatory even just in corridors, how dumb! I hope many families would join in together! They ",face masks,AGAINST,1,,,,,,
234923,"Why are we allowing politicians to dictate how we live?  They decide where and when we can go, if our children can go to school,  if we can play a sport or go to church and even how we vote.  Have we lost our minds?  This needs to end.   #freedom",stay at home orders,AGAINST,1,,,,,,
2805938628,"Has anyone seen the ""R"" rate? its gone missing? haven't seen or heard of it for weeks!  #Covid_19 #exposebillgatesday #COVIDIOTS",face masks,NONE,0,,,,,,
3577274,@LeonardRoxon McD's food is proven addictive. This heavy-handed action equates a dealer to an addict - wear a mask or don't get your hit :confounded: #HoaxVirus,face masks,FAVOR,1,,,,,,
3537164761,2. It's definitely World War 3!   Coronavirus is the Invisible Enemy!  Mass graves... being dug out... that sounds like a War to me.   But how do we win?   Where do we run to?   How do we survive to tell the story?,school closures,NONE,0,,,,,,
2710379,Spending the afternoon watching a 3-on-3 youth soccer tournament at @etownsportspark. Beautiful day...but a shame there’s no signage or enforcement of mask wearing. Come on...we can do better! @KYHealthAlerts,face masks,FAVOR,1,,,,,,
1307664,@TheAltarOfAndy @JudgeJeanine That’s OK don’t wear a Mask go be THAT person but when you get sick don’t come crying as they intibate you,face masks,FAVOR,1,,,,,,
648164742,:notes::arrow_forward:No envy @Evayungofficial     On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
932870,"@abc730 @GladysB Absolute negligence! School holidays, snow on the mountains, I don't want every man and his dog bringing the virus south #ringfenceSydneyNOW #covidnsw  #publichealth  #StayAtHome",stay at home orders,FAVOR,0,,,,,,
27621,I wonder if the same people who refuse to wear masks also refuse to wear condoms :thinking_face: #Masks,face masks,FAVOR,0,,,,,,
1433222,Save schools,school closures,AGAINST,0,,,,,,
2416302092,"If we gonna shut down schools we mustn’t do it cause of #COVID19 we must do it cause the school system doesn’t work,niggers been going to school and niggers are still broke and stupid :joy:",school closures,NONE,0,,,,,,
4078289527,#TheLounge with deejayfoxy Np  diamond @iam_remicrown @pheelzmrproducer @OBAKSOLO @ayoola_danny deejayfoxyone  #RaypowerNigeria,stay at home orders,NONE,0,,,,,,
223331,@Canucks Where can we get the Canucks logo masks?,face masks,FAVOR,0,,,,,,
2904220923,"@gordongekko369 @Molly_NYC @MiaFarrow @realDonaldTrump No it doesn’t. A case means positive individual. The number of tests is tracked separately. Positives aren’t higher because of testing, but because more people are sick, super genius. Ffs, you can",face masks,NONE,0,,,,,,
3278009765,:thumbsup: I stand with Dan:thumbsup:,stay at home orders,NONE,0,,,,,,
26346073,#DonaldTrump needs to either step up and lead the United States during this uncertain time or he needs to step down (resign). We cannot have a president doing nothing about this  #coronavirus #COVID2019,school closures,NONE,0,,,,,,
719155701,"@KatLaRue7 I don’t think it’s a hoax, but I do feel it’s been politicized and exaggerated now.  I wear a mask and gloves in public cause I choose to. Not because of all the conflicting news stories out there..:kissing_heart::kissing_heart:",school closures,NONE,0,,,,,,
1743480,@Destiny3650 @DavidakaWyatt Keep this up idiots will be wearing masks forever!,face masks,AGAINST,0,,,,,,
3780044260,"Now there’s two more reported Coronavirus cases in my county. Literally everyone at my school talks about the Coronavirus and how our school is going to close and such, but at this point, I think that may happen and I will be taking online courses.",school closures,NONE,0,,,,,,
569568705,"@hububaloo @KATUNews Might’ve originated in China, but it’s not their fault that this country full of white people aren’t handling it all that well. :woman_facepalming_light_skin_tone:",face masks,NONE,0,,,,,,
308820,To those who walk down the street not wearing a mask because you are smoking and blowing that shit in everyone’s faces. Get in the bin you turd. #COVID19au #WearAMask,face masks,FAVOR,0,,,,,,
2807661,@jaketapper Science is NOT on the side of reopening brick and mortar schools!!,school closures,FAVOR,1,,,,,,
404519,"@PTI_News The Schools n colleges should be closed pan India,  for at least a fortnight owing to the threat of coronavirus. Else We would be putting a lot lives under threat. Do not want an Italy like response #COVID19india",school closures,FAVOR,1,,,,,,
3863017,Right to  quality education is a fundamental right and schools are doing it to the best online,school closures,FAVOR,0,,,,,,
2414391808,Schools are not hotels- pay when u stay. Education makes your kids life.  Fees need to be paid. What about teachers salaries? #CMOGujrat #PMOIndia,school closures,NONE,0,,,,,,
1012696218,:notes::arrow_forward:Chairman remix @sirme_saco #grahamd On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
658610,"Children need schools, schools need children!",school closures,AGAINST,0,,,,,,
3921407801,@MPRnews Interesting... is this the next reason you will use for #Minnesota's #COVID__19 number dropping @MDHCommMalcolm &amp, @GovTimWalz? We can read you like a very bad book.,stay at home orders,NONE,0,,,,,
2450655,@davmidd I'm #StillShielding one of the 2.2 million in the UK deemed extremely clinically vulnerable.  Allowed out as the cases rise. I'm not going to be a statistic in the next carehome scandal. Where 'lessons have been learned' after a third of us die. ,stay at home orders,FAVOR,1,,,,,,
3181398,Seems a lot of people don’t understand that the nose is part of the respiratory system. Masks need to cover mouth and NOSE!!!  #MasksSaveLives,face masks,FAVOR,1,,,,,,
245020,@MattHancock U should be ashamed of ur behaviour and the crap u keep spouting... this started as a 3 week lockdown to protect the nhs and flatten the curve..what the hell is happening!!???#KeepBritainFree,face masks,NONE,1,,,,,,
308988,"@donwinslow @GovRonDeSantis Not only do we have Covid-19 to fear if forced to send our kids to school during this pandemic, we also have to fear Karen's kids who are not allowed to wear masks.",school closures,FAVOR,1,,,,,,
3685971784,Conspiracy theory alert  Is it pure coincidence that the only way NSW can host top sporting events usually held in Victoria (sporting capital of the world) is due to COVID?  .@GladysB .@DanielAndrewsMP is there something you'd like to tell us GB? LOL,stay at home orders,NONE,0,,,,,,
2809476,"@CherokeePhoenix An informed, intelligent decision. Who would volunteer to pied piper our children into an oblivion based on need to get economy going? This is a gamble, an experiment with our most precious Lives.",stay at home orders,FAVOR,1,,,,,,
769696952,:notes::arrow_forward:Beh Beh @alhajitekno @masterkraft_ On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay at home orders,NONE,0,,,,,,
3846873,"@RileyKays @GiroSammy @HeatherBadenoch @nytimes @FuzzyWuzzyTO It’s incorrect but it if makes you feel better it’s simple: stay home as much as possible, wear a fabric mask when you do have to go out and get some surgical masks if you need to be out fo",face masks,FAVOR,1,,,,,,
1248536,"KAREN: I’m not wearing a mask in here! It’s a violation of my freedom!  ME: Oh yeah! Well, according to paragraph 6, sentence 3, word 8 of the Geneva Convention, “The.” . . . #Karens #The",face masks,AGAINST,0,,,,,,
270286238,"schools posting signs saying “wash your hands” to prevent coronavirus. if someone doesn’t wash their hands, that’s an issue in itself. there are other ways coronavirus spreads...",school closures,NONE,0,,,,,,
904036,"@RealBasedMAGA do you really believe brown dog is an oncologist ?  thats a typical agitator account.    anyway, please make sure the governor of Texas gets your message about the phony covid test results. this is going on everywhere. they have to keep the",face masks,AGAINST,0,,,,,,
1152216,We've either had huge numbers cured of whatever illness that prevented them from wearing masks or the stick is working.  Very noticeable increase in compliance this morning in Limerick.,face masks,FAVOR,1,,,,,,
194793,"@MotorMouth1964 @myhollycat @markinneswilli Have you considered @myhollycat, operations requiring gen anaesthetic require intubation? Like major surgery, thanks to say a cancer diagnosis being missed early enough due to lockdown. A likely outcome for many",stay at home orders,AGAINST,1,,,,,,
277961,"Did you know that “14 days to slow the spread” is now 125 days!!! The #CoronaVirusHoax is over, the hospitals are not overwhelmed, death rates are very low, and recovery rate is 99.8% Yet here we are, locked down and masked 125 days later! #EndTheLockdown and",stay at home orders,AGAINST,1,,,,,,
736825,@INCPunjab @capt_amarinder Its a request to please close the Schools n colleges for at least a fortnight owing to the threat of coronavirus. Else We would be putting children’s lives under threat. #COVID19india,school closures,FAVOR,1,,,,,,
160126,"Please wear a mask if you don't wear it you die, I die and everyone will die but before you die pay RM 1000 first!!!..#KitaJagaKita #Covid_19 #StayAtHomeAndStaySafe",stay at home orders,FAVOR,1,,,,,,
305972,Official figures in Wales yeaterday: 0 (Zero) new cases in Newport along with most of Wales. Only 19 in all of Wales. But 97 in a factory in Merthyr!! Very suspicious.  Should we lockdown Merthyr now ? :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: #itsallbollocks,stay at home orders,AGAINST,1,,,,,,
2594344,"Every time me and little kid wave at each other from afar while both wearing our masks, a fairy gets its wings. That’s how good it feels to protect friends and strangers.",face masks,FAVOR,0,,,,,,
3229304,"@thegoodgodabove &amp; some AHOLE from #Texas just drove all way to #Montana to start Coughing uncontrollably in next aisle over from me, heard him keep coughing until a Store Manager ASKED HIM TO LEAVE... i counted 7 different Out-of-State Plates in 3blo",stay at home orders,FAVOR,1,,,,,,
5.16704E+12,@BorisJohnson have a word with the service stations and services on the motorways people walking round with no masks  Shell are the worst,face masks,FAVOR,0,,,,,,
1481813,"If my 56 year old mother can wear a N95 mask in 100 degree weather, with all her EMS gear on, and take care of patients in sometimes horrible living conditions. You can wear a mask for the 15 minutes while you shop.",face masks,FAVOR,1,,,,,,
3020236,@FoxNewsSunday @BetsyDeVosED How ironic that the same people pretending to care about child education also want schools to stay closed and block any attempt to reform with #SchoolChoiceNow. The silver lining of quarantine may be a renewed interest in #Hom,school closures,AGAINST,1,,,,,,
757115,@worldknowus @diprjk @kansalrohit69 @DrSyedSehrish @airnewsalerts @ANI @PTI_News @ddnews_jammu @ddnewsSrinagar @HealthMedicalE1 Exactly only Precautions can keep us safe.,stay at home orders,FAVOR,0,,,,,,
